_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
an open source multifunctional registration device for implant supported complete dentures,An open-source multifunctional registration device for implant-supported complete dentures,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,8T69IZN7,Stumpel - 2021 - An open-source multifunctional registration device for implant-supported complete dentures..pdf,EXCLUDE,"证据片段中仅提及使用3D树脂打印机（""Print an STL file of the registration device by using a 3D resin printer (5100 3D Systems; Nextdent)""），未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅提及使用3D树脂打印机（""Print an STL file of the registration device by using a 3D resin printer (5100 3D Systems; Nextdent)""），未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
trueness of removable partial denture frameworks additively manufactured with selective laser melting,Trueness of removable partial denture frameworks additively manufactured with selective laser melting,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,4FC2X3LJ,Peng 等 - 2022 - Trueness of removable partial denture frameworks additively manufactured with selective laser meltin.pdf,EXCLUDE,"证据片段仅泛泛提及""a computer-aided design (CAD) software program (denoted as CRF)""和""a 3D analysis software program""，未给出任何具名的第三方非牙科3D软件名称。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""a computer-aided design (CAD) software program (denoted as CRF)""和""a 3D analysis software program""，未给出任何具名的第三方非牙科3D软件名称。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
comparison of 3d changes of 3y 4y and 5y zirconia single crowns under different sintering protocols,"Comparison of 3D changes of 3Y, 4Y, and 5Y zirconia single crowns under different sintering protocols",JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,IHJP7YG5,"Noor Mohd 等 - 2026 - Comparison of 3D changes of 3Y, 4Y, and 5Y zirconia single crowns under different sintering protocol.pdf",INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""imported into a 3D software system (Geomagic Control X; 3D Systems) to compare their 3D changes""，用于3D变化测量。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""imported into a 3D software system (Geomagic Control X; 3D Systems) to compare their 3D changes""，用于3D变化测量。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
comparing the trueness of 3d printing and conventional casting for the fabrication of removable partial denture metal frameworks for patients with different palatal vault depths an in vitro study,Comparing the trueness of 3D printing and conventional casting for the fabrication of removable partial denture metal frameworks for patients with different palatal vault depths: An in vitro study,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,I5J9AXNU,Boontherawara 等 - 2024 - Comparing the trueness of 3D printing and conventional casting for the fabrication of removable part.pdf,INCLUDE,"该研究自身在材料与方法中使用 Geomagic Control X 软件进行三维数据叠加与偏差测量，原文为""All the metal frameworks were scanned and superimposed with the reference casts by using the Geomagic Control X software program""。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Geomagic Control X 软件进行三维数据叠加与偏差测量，原文为""All the metal frameworks were scanned and superimposed with the reference casts by using the Geomagic Control X software program""。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
adaptation of cobalt chromium frameworks fabricated by conventional versus selective laser melting techniques an in vitro and clinical assessment,Adaptation of cobalt chromium frameworks fabricated by conventional versus selective laser melting techniques: An in vitro and clinical assessment,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,5ETNVR26,Elhadery 等 - 2024 - Adaptation of cobalt chromium frameworks fabricated by conventional versus selective laser melting t.pdf,EXCLUDE,"证据片段中仅出现""a surface-matching software program""（未具名）和""a CAD software program (3D Sprint; 3Shape A/S)""，后者为牙科专用软件，均不满足""具名第三方非牙科3D软件""的要求。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅出现""a surface-matching software program""（未具名）和""a CAD software program (3D Sprint; 3Shape A/S)""，后者为牙科专用软件，均不满足""具名第三方非牙科3D软件""的要求。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
three dimensional in vivo and finite element analyses of peri implant bone remodeling after superstructure placement,Three-dimensional in vivo and finite element analyses of peri-implant bone remodeling after superstructure placement,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,DQD774W7,Assoratgoon 等 - 2025 - Three-dimensional in vivo and finite element analyses of peri-implant bone remodeling after superstr.pdf,EXCLUDE,"证据片段仅提到""CBCT images were superimposed at each interval with an image-processing software program""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提到""CBCT images were superimposed at each interval with an image-processing software program""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
an integrated hollow bulb obturator prosthesis with a metal framework for a soft palate defect fabricated by multiple digital techniques,An integrated hollow bulb obturator prosthesis with a metal framework for a soft palate defect fabricated by multiple digital techniques,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,J4KXNK2R,Liu 等 - 2025 - An integrated hollow bulb obturator prosthesis with a metal framework for a soft palate defect fabri.pdf,EXCLUDE,"证据片段仅泛泛提及 ""Computer-aided design and computer-aided manufacturing (CAD-CAM) enables digital designing and manufacturing""，未出现该研究自身使用的任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及 ""Computer-aided design and computer-aided manufacturing (CAD-CAM) enables digital designing and manufacturing""，未出现该研究自身使用的任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
use of intraoral scan for implant supported dental prosthesis to design and fabricate a cad cam veri fi cation device a dental technique,Use of intraoral scan for implant-supported dental prosthesis to design and fabricate a CAD -CAM veri fi cation device: A dental technique,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,2KUMDHYG,Su 等 - 2021 - Use of intraoral scan for implant-supported dental prosthesis to design and fabricate a CAD-CAM veri.pdf,EXCLUDE,"证据片段仅提到""an open source computer-aided design software program""，未给出任何具名的第三方非牙科3D软件名称，无法确认使用了符合纳入标准的具名软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提到""an open source computer-aided design software program""，未给出任何具名的第三方非牙科3D软件名称，无法确认使用了符合纳入标准的具名软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
influence of abutment types on the success of two unit implant supported fixed dental prostheses a three dimensional finite element analysis and fatigue test combined with microleakage evaluation,Influence of abutment types on the success of two-unit implant-supported fixed dental prostheses: A three-dimensional finite element analysis and fatigue test combined with microleakage evaluation,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,T3M3ZIE9,Qiu 等 - 2025 - Influence of abutment types on the success of two-unit implant-supported fixed dental prostheses A.pdf,EXCLUDE,证据片段仅提及使用三维有限元分析（FEA）和疲劳测试，但未出现任何具名的第三方非牙科3D软件（如Mimics、ANSYS、ABAQUS等）被该研究自己使用；片段中仅提及CBCT数据和FEA方法，无具体软件名称。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及使用三维有限元分析（FEA）和疲劳测试，但未出现任何具名的第三方非牙科3D软件（如Mimics、ANSYS、ABAQUS等）被该研究自己使用；片段中仅提及CBCT数据和FEA方法，无具体软件名称。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
time efficiency and precision of splinted complete arch implant scanning,Time efficiency and precision of splinted complete arch implant scanning,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,TTKVIR7E,Abdelrehim 等 - 2025 - Time efficiency and precision of splinted complete arch implant scanning.pdf,EXCLUDE,"证据片段仅泛泛提及""a 3-dimensional (3D) inspection software program was used to assess scan precision""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合标准的具名软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""a 3-dimensional (3D) inspection software program was used to assess scan precision""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合标准的具名软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
accuracy of registration between digitized extraoral scan bodies and virtual casts effect of the edentulous area tooth anatomy and registration method,"Accuracy of registration between digitized extraoral scan bodies and virtual casts: Effect of the edentulous area, tooth anatomy, and registration method",JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,J2RIBVBJ,Ntovas 等 - 2025 - Accuracy of registration between digitized extraoral scan bodies and virtual casts Effect of the ed.pdf,EXCLUDE,"证据片段仅泛泛提及""Using a CAD software program""和""A metrology software program""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的具名软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""Using a CAD software program""和""A metrology software program""，未给出任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的具名软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
