_nt,Key,Title,原因代码,原始返回
3d modelling and x ray depth analysis map of the pulp with computer software via digital periapical radiography and cone beam computed tomography,AGVFZ3RW,3D modelling and x-ray depth analysis map of the pulp with computer software via digital periapical radiography and cone beam computed tomography,3,【原因代码】: 3
optimizing resin shrinkage in additive manufacturing through supervised pathways leveraging machine learning in dentistry,HUMYEQ95,Optimizing resin shrinkage in additive manufacturing through supervised pathways: Leveraging machine learning in dentistry,3,【原因代码】: 3
mechanical properties and biocompatibility of 3d printing acrylic material with bioactive components,JQFBPBTC,Mechanical Properties and Biocompatibility of 3D Printing Acrylic Material with Bioactive Components,3,【原因代码】: 3
does cad software affect the marginal and internal fit of milled full ceramic crowns,YW7JPGUN,Does cad software affect the marginal and internal fit of milled full ceramic crowns?,3,【原因代码】: 3
realization of a dental framework by 3d printing in material cobalt chromium with superior precision and fitting accuracy,4QDY3R9M,Realization of a Dental Framework by 3D Printing in Material Cobalt-Chromium with Superior Precision and Fitting Accuracy,3,【原因代码】: 3
teeth segmentation in panoramic dental x ray using mask regional convolutional neural network,DQC6CF2F,Teeth Segmentation in Panoramic Dental X-ray Using Mask Regional Convolutional Neural Network,3,【原因代码】: 3
3d printing of chewable oral tablets using drug nanosuspension inks an experimental and machine learning study,SAQED9KP,3D Printing of chewable oral tablets using drug nanosuspension inks: an experimental and machine learning study,1,【原因代码】: 1
automated 3d printing of pediatric furosemide tablets a personalized medicine approach using semi solid extrusion and nir monitoring,MG5V3AXW,Automated 3D printing of pediatric furosemide tablets: A personalized medicine approach using semi-solid extrusion and NIR monitoring,1,【原因代码】: 1
combination of digital and conventional workflows in the cad cam fabrication of an implant supported overdenture,SPNK43TB,Combination of Digital and Conventional Workflows in the CAD/CAM-Fabrication of an Implant-Supported Overdenture,3,【原因代码】: 3
ai assisted cbct data management in modern dental practice benefits limitations and innovations,4BM4MVRA,"AI-Assisted CBCT Data Management in Modern Dental Practice: Benefits, Limitations and Innovations",2,【原因代码】: 2
an enhanced cad system based on machine learning algorithm for brain mri classification,VBMMA9IP,An enhanced CAD system based on machine Learning Algorithm for brain MRI classification,1,【原因代码】: 1
tooth segmentation and gingival tissue deformation framework for 3d orthodontic treatment planning and evaluating,UCAQGWW6,Tooth segmentation and gingival tissue deformation framework for 3D orthodontic treatment planning and evaluating,3,【原因代码】: 3
research on panoramic stitching algorithm of lateral cranial sequence images in dental multifunctional cone beam computed tomography,TFCJ859I,Research on Panoramic Stitching Algorithm of Lateral Cranial Sequence Images in Dental Multifunctional Cone Beam Computed Tomography,3,【原因代码】: 3
optimizing orthognathic surgery leveraging the average skull as a dynamic template for surgical simulation and planning in 30 patient cases,JH54KM88,Optimizing Orthognathic Surgery: Leveraging the Average Skull as a Dynamic Template for Surgical Simulation and Planning in 30 Patient Cases,3,【原因代码】: 3
fully digital versus conventional workflows for fabricating posterior three unit implant supported reconstructions a prospective crossover clinical trial,YYC34XSZ,Fully Digital versus Conventional Workflows for Fabricating Posterior Three-Unit Implant-Supported Reconstructions: A Prospective Crossover Clinical Trial,3,【原因代码】: 3
optimization of petg 3d printing parameters for the design and development of biocompatible bone implants,5PW99INS,Optimization of PETG 3D printing parameters for the design and development of biocompatible bone implants,1,【原因代码】: 1
comparison of the accuracy of bracket positioning between direct and digital indirect bonding techniques in the maxillary arch a three dimensional study,ZAEM42C7,Comparison of the accuracy of bracket positioning between direct and digital indirect bonding techniques in the maxillary arch: a three-dimensional study,3,【原因代码】: 3
deep learning for automated mandibular canal segmentation in cbct scans,JNPCHWQL,Deep learning for automated mandibular canal segmentation in CBCT scans,3,【原因代码】: 3
extrusion based 3d printing of cross scale porous bone scaffolds and their micro topological structures for bone repair,NZ84ZXUF,Extrusion-based 3D printing of cross-scale porous bone scaffolds and their micro-topological structures for bone repair,1,【原因代码】: 1
root canal treatment planning by automatic tooth and root canal segmentation in dental cbct with deep multi task feature learning,I73XE6IF,Root canal treatment planning by automatic tooth and root canal segmentation in dental CBCT with deep multi-task feature learning,3,【原因代码】: 3
the use of peek in digital prosthodontics a narrative review,QGPRZXIZ,The use of PEEK in digital prosthodontics: A narrative review,2,【原因代码】: 2
digital workflow in maxillofacial prosthodontics an update on defect data acquisition editing and design using open source and commercial available software,WGT8X3QL,"Digital Workflow in Maxillofacial Prosthodontics-An Update on Defect Data Acquisition, Editing and Design Using Open-Source and Commercial Available Software",2,【原因代码】: 2
a novel technique for maxillary regional superimposition using merged cbcts and intra oral scans,SWR4VY3Q,A novel technique for maxillary regional superimposition using merged CBCTs and intra-oral scans,2,【原因代码】: 2
influence of exposure protocol voxel size and artifact removal algorithm on the trueness of segmentation utilizing an artificial intelligence based system,7VE5J5DD,"Influence of exposure protocol, voxel size, and artifact removal algorithm on the trueness of segmentation utilizing an artificial-intelligence-based system",3,【原因代码】: 3
refined tooth and pulp segmentation using u net in cbct image,VJ3W9JV3,Refined tooth and pulp segmentation using U-Net in CBCT image,3,【原因代码】: 3
an automatic tooth reconstruction method based on multimodal data,74EZSZJP,An automatic tooth reconstruction method based on multimodal data,3,【原因代码】: 3
an alternative digital workflow for 3d virtual patient construction integrating intraoral facial and cbct data for esthetic and occlusal planning,QIK2SRY7,"An Alternative Digital Workflow for 3D Virtual Patient Construction Integrating Intraoral, Facial, and CBCT Data for Esthetic and Occlusal Planning",3,【原因代码】: 3
effect of acidic saliva on monomer leaching and surface roughness of 3d printed and milled denture base materials,JJ3KRVA4,Effect of acidic saliva on monomer leaching and surface roughness of 3D-printed and milled denture-base materials,3,【原因代码】: 3
orthomatch net unsupervised registration of orthodontic dental point clouds via hierarchical attention feature modeling and bidirectional matching mechanism,4JTW49FR,OrthoMatch-Net: Unsupervised registration of orthodontic dental point clouds via hierarchical attention feature modeling and bidirectional matching mechanism,3,【原因代码】: 3
a novel fluoride tray assisted workflow for artificial intelligence driven automated maxillary gingival segmentation on cone beam ct,X4AMPF75,A novel fluoride tray-assisted workflow for artificial intelligence-driven automated maxillary gingival segmentation on cone beam CT,3,【原因代码】: 3
influence of contemporary cad cam milling systems on the fit and adaptation of partially stabilized zirconia fixed partial dentures,QFTSW5DN,Influence of contemporary CAD-CAM milling systems on the fit and adaptation of partially stabilized Zirconia fixed partial dentures,3,【原因代码】: 3
