_nt,Title,期刊,Item Type,原流程原因,判定,判定理由,专科,应用场景,软件,研究设计,原始返回
a digital workflow for the fabrication of a milled removable partial denture,A Digital Workflow for the Fabrication of a Milled Removable Partial Denture,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,journalArticle,No non-dental 3D software identified,INCLUDE,"该技术说明在自身方法步骤7中明确将数据导入非牙科专用3D软件 Meshmixer 进行建模处理（""Import...into a 3D modeling software program (Meshmixer...)""）。",Prosthodontics,Digital design and manufacturing,Meshmixer,technical_note,"【判定】: INCLUDE
【判定理由】: 该技术说明在自身方法步骤7中明确将数据导入非牙科专用3D软件 Meshmixer 进行建模处理（""Import...into a 3D modeling software program (Meshmixer...)""）。
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【软件】: Meshmixer
【研究设计】: technical_note"
effect of print orientation of 3d printed aligner templates on the volumetric accuracy of transferred composite attachments an in vitro study,Effect of print orientation of 3D-printed aligner templates on the volumetric accuracy of transferred composite attachments: an in vitro study,CLINICAL ORAL INVESTIGATIONS,journalArticle,No non-dental 3D software identified,INCLUDE,该研究在方法中使用 Geomagic Control X 软件进行模型叠加、体积偏差量化和附件分段切割分析。,Orthodontics,3D data analysis and accuracy assessment,Geomagic Control X,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究在方法中使用 Geomagic Control X 软件进行模型叠加、体积偏差量化和附件分段切割分析。
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic Control X
【研究设计】: in_vitro"
predicting 3d post orthodontic facial outcomes with a diffusion model trained on unpaired datasets,Predicting 3D Post-Orthodontic Facial Outcomes With a Diffusion Model Trained on Unpaired Datasets,INTERNATIONAL DENTAL JOURNAL,journalArticle,No non-dental 3D software identified,INCLUDE,方法部分明确说明使用 3D Slicer 进行 DICOM 数据加载与面部软组织分割，并使用 CloudCompare 将网格转换为点云数据。,Orthodontics,Image segmentation and 3D reconstruction,3D Slicer; CloudCompare,computational,"【判定】: INCLUDE
【判定理由】: 方法部分明确说明使用 3D Slicer 进行 DICOM 数据加载与面部软组织分割，并使用 CloudCompare 将网格转换为点云数据。
【专科】: Orthodontics
【应用场景】: Image segmentation and 3D reconstruction
【软件】: 3D Slicer; CloudCompare
【研究设计】: computational"
digital model superimpositions are different software algorithms equally accurate in quantifying linear tooth movements,Digital model superimpositions: are different software algorithms equally accurate in quantifying linear tooth movements?,BMC ORAL HEALTH,journalArticle,No non-dental 3D software identified,INCLUDE,该研究自身将 Geomagic 作为三种被评估的配准软件之一，用于对 T1/T2 STL 模型进行三维配准并计算牙齿线性移动量。,Orthodontics,3D data analysis and accuracy assessment,Geomagic,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身将 Geomagic 作为三种被评估的配准软件之一，用于对 T1/T2 STL 模型进行三维配准并计算牙齿线性移动量。
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic
【研究设计】: computational"
the effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3d printed dies,The effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3D-printed dies,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,No non-dental 3D software identified,INCLUDE,该研究在方法中使用 Blender 3.1.2 对数字化代型进行角度和距离测量，并使用 Geomagic Design X 进行表面配准叠加分析。,Prosthodontics,3D data analysis and accuracy assessment,Blender; Geomagic Design X,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究在方法中使用 Blender 3.1.2 对数字化代型进行角度和距离测量，并使用 Geomagic Design X 进行表面配准叠加分析。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Blender; Geomagic Design X
【研究设计】: in_vitro"
fit and retention of complete denture bases part i e conventional versus cad cam methods a clinical controlled crossover study,Fit and retention of complete denture bases: Part I e Conventional versus CAD-CAM methods: A clinical controlled crossover study,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,No non-dental 3D software identified,INCLUDE,全文明确说明扫描文件被导入比较软件（Geomagic Control X 2020; 3D systems）进行适配性分析，属于该研究自身方法中使用非牙科专用3D软件。,Prosthodontics,3D data analysis and accuracy assessment,Geomagic Control X,clinical,"【判定】: INCLUDE
【判定理由】: 全文明确说明扫描文件被导入比较软件（Geomagic Control X 2020; 3D systems）进行适配性分析，属于该研究自身方法中使用非牙科专用3D软件。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Geomagic Control X
【研究设计】: clinical"
a comparison of denture base retention and adaptation between cad cam and conventional fabrication techniques,A Comparison of Denture Base Retention and Adaptation Between CAD/CAM and Conventional Fabrication Techniques,INTERNATIONAL JOURNAL OF PROSTHODONTICS,journalArticle,No non-dental 3D software identified,INCLUDE,该研究在方法中明确使用 Meshmixer 翻转义齿基托组织面 STL 文件，并用 Geomagic Control X 64 进行配准与适应性分析。,Prosthodontics,3D data analysis and accuracy assessment,Meshmixer; Geomagic Control X,clinical,"【判定】: INCLUDE
【判定理由】: 该研究在方法中明确使用 Meshmixer 翻转义齿基托组织面 STL 文件，并用 Geomagic Control X 64 进行配准与适应性分析。
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【软件】: Meshmixer; Geomagic Control X
【研究设计】: clinical"
oral anatomical knowledge informed semi supervised learning for 3d dental cbct segmentation and lesion detection,Oral-Anatomical Knowledge-Informed Semi-Supervised Learning for 3D Dental CBCT Segmentation and Lesion Detection,IEEE Transactions on Automation Science and Engineering,journalArticle,No non-dental 3D software identified,INCLUDE,"摘要及全文中明确说明使用 ITK-SNAP 进行手动分割以创建标注图像（""manual segmentation was obtained using ITK-SNAP""），属于该研究自身方法中使用非牙科专用3D软件。",Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,ITK-SNAP,computational,"【判定】: INCLUDE
【判定理由】: 摘要及全文中明确说明使用 ITK-SNAP 进行手动分割以创建标注图像（""manual segmentation was obtained using ITK-SNAP""），属于该研究自身方法中使用非牙科专用3D软件。
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【软件】: ITK-SNAP
【研究设计】: computational"
a platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,A platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,CLINICAL ORAL INVESTIGATIONS,journalArticle,No non-dental 3D software identified,INCLUDE,全文明确说明作者将CBCT数据导入Mimics进行人工分割，并使用3-Matic计算体积、RMS及根尖距离等参数，属于研究自身方法中使用非牙科专用3D软件。,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,Mimics; 3-Matic,computational,"【判定】: INCLUDE
【判定理由】: 全文明确说明作者将CBCT数据导入Mimics进行人工分割，并使用3-Matic计算体积、RMS及根尖距离等参数，属于研究自身方法中使用非牙科专用3D软件。
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【软件】: Mimics; 3-Matic
【研究设计】: computational"
a smart projective imaging and navigation system for oral and maxillofacial surgery,A Smart Projective Imaging and Navigation System for Oral and Maxillofacial Surgery,IEEE Transactions on Biomedical Engineering,journalArticle,No non-dental 3D software identified,INCLUDE,"全文明确说明合成数据驱动学习平台""built on Blender 4.3""，即该研究自身在方法中使用非牙科专用3D软件Blender进行图像渲染与AI训练。",Oral and Maxillofacial Surgery,Surgical planning and precise implementation,Blender,computational,"【判定】: INCLUDE
【判定理由】: 全文明确说明合成数据驱动学习平台""built on Blender 4.3""，即该研究自身在方法中使用非牙科专用3D软件Blender进行图像渲染与AI训练。
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【软件】: Blender
【研究设计】: computational"
ortho opd an automatic osteotomy planes design model for orthognathic surgery based on deep learning,Ortho-OPD: An Automatic Osteotomy Planes Design Model for Orthognathic Surgery Based on Deep Learning,IEEE Journal of Biomedical and Health Informatics,journalArticle,No non-dental 3D software identified,INCLUDE,"全文明确说明""All these data were transformed into nii.gz format using Mimics software (Materialise, Belgium) for the following model development""，表明该研究自身在方法中使用了非牙科专用3D软件Mimics进行数据处理。",Oral and Maxillofacial Surgery,Surgical planning and precise implementation,Mimics,computational,"【判定】: INCLUDE
【判定理由】: 全文明确说明""All these data were transformed into nii.gz format using Mimics software (Materialise, Belgium) for the following model development""，表明该研究自身在方法中使用了非牙科专用3D软件Mimics进行数据处理。
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【软件】: Mimics
【研究设计】: computational"
estimating reference shape model for personalized surgical reconstruction of craniomaxillofacial defects,Estimating Reference Shape Model for Personalized Surgical Reconstruction of Craniomaxillofacial Defects,IEEE Transactions on Biomedical Engineering,journalArticle,No non-dental 3D software identified,INCLUDE,全文明确说明研究者使用开源 Blender 软件对正常 CT 骨结构进行手动修改以模拟颅颌面缺损。,Oral and Maxillofacial Surgery,Surgical planning and precise implementation,Blender,computational,"【判定】: INCLUDE
【判定理由】: 全文明确说明研究者使用开源 Blender 软件对正常 CT 骨结构进行手动修改以模拟颅颌面缺损。
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【软件】: Blender
【研究设计】: computational"
assessment of the inner surface roughness of 3d printed dental crowns via optical coherence tomography using a roughness quantification algorithm,Assessment of the Inner Surface Roughness of 3D Printed Dental Crowns via Optical Coherence Tomography Using a Roughness Quantification Algorithm,IEEE Access,journalArticle,No non-dental 3D software identified,EXCLUDE,摘要仅描述使用SS-OCT系统和自研图像处理算法评估3D打印牙冠内表面粗糙度，未提及使用任何非牙科专用3D软件（如Mimics、3D Slicer、ANSYS等）。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 摘要仅描述使用SS-OCT系统和自研图像处理算法评估3D打印牙冠内表面粗糙度，未提及使用任何非牙科专用3D软件（如Mimics、3D Slicer、ANSYS等）。
【专科】: -
【应用场景】: -
【软件】: -
【研究设计】: -"
