_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
blood vessel segmentation from low contrast and wide field optical microscopic images of cranial window by attention gate based network,Blood Vessel Segmentation from Low-Contrast and Wide-Field Optical Microscopic Images of Cranial Window by Attention-Gate-Based Network,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),conferencePaper,LZXFM3VV,Wu 等 - 2022 - Blood Vessel Segmentation from Low-Contrast and Wide-Field Optical Microscopic Images of Cranial Win.pdf,EXCLUDE,"该研究属于计算机视觉/深度学习领域，提出基于 Attention U-Net 和 clDice 的自研分割方法（""Our method is based on the Attention U-Net framework and clDice""），主题为颅窗血管分割，不属于口腔医学任一学科。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究属于计算机视觉/深度学习领域，提出基于 Attention U-Net 和 clDice 的自研分割方法（""Our method is based on the Attention U-Net framework and clDice""），主题为颅窗血管分割，不属于口腔医学任一学科。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
effect of bar material on the biomechanical performance of hybrid dental prosthesis,Effect of bar material on the biomechanical performance of hybrid dental prosthesis,2021 3rd Novel Intelligent and Leading Emerging Sciences Conference (NILES),conferencePaper,8RD3AVC7,Shash 等 - 2021 - Effect of bar material on the biomechanical performance of hybrid dental prosthesis.pdf,EXCLUDE,"该文献为会议论文（Proceedings of NILES2021），属于会议摘要/会议论文类型，不符合纳入标准中""原创研究、技术说明或病例报告""的要求；且证据显示""SOLID WORKS software is used in the construction of model parts""和""ANSYS18.1software""，虽使用了非牙科3D软件，但文献类型不符合纳入标准。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为会议论文（Proceedings of NILES2021），属于会议摘要/会议论文类型，不符合纳入标准中""原创研究、技术说明或病例报告""的要求；且证据显示""SOLID WORKS software is used in the construction of model parts""和""ANSYS18.1software""，虽使用了非牙科3D软件，但文献类型不符合纳入标准。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
plug and play reconstruction with 3d deep prior for complex valued near field mimo imaging,Plug-and-Play Reconstruction with 3D Deep Prior for Complex-Valued Near-Field MIMO Imaging,2023 31st European Signal Processing Conference (EUSIPCO),conferencePaper,49E22KHB,Oral和Oktem - 2023 - Plug-and-Play Reconstruction with 3D Deep Prior for Complex-Valued Near-Field MIMO Imaging.pdf,EXCLUDE,"该文献主题为近场雷达MIMO成像的3D重建算法（""reconstructing the three-dimensional (3D) complex-valued reflectivity distribution""），不属于口腔医学任一学科，且未使用任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为近场雷达MIMO成像的3D重建算法（""reconstructing the three-dimensional (3D) complex-valued reflectivity distribution""），不属于口腔医学任一学科，且未使用任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
joint cranial bone labeling and landmark detection in pediatric ct images using context encoding,Joint Cranial Bone Labeling and Landmark Detection in Pediatric CT Images Using Context Encoding,IEEE Transactions on Medical Imaging,journalArticle,GIRL7L8M,Liu 等 - 2023 - Joint Cranial Bone Labeling and Landmark Detection in Pediatric CT Images Using Context Encoding.pdf,EXCLUDE,"该研究提出的是""a novel end-to-end neural network architecture based on DenseNet""，属于自研算法/深度学习模型，证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出的是""a novel end-to-end neural network architecture based on DenseNet""，属于自研算法/深度学习模型，证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
a method for robot to detect the facial landmarks with masks,A Method for Robot to Detect the Facial Landmarks with Masks,"2023 9th International Conference on Electrical Engineering, Control and Robotics (EECR)",conferencePaper,NQMTYUTA,Wang 等 - 2023 - A Method for Robot to Detect the Facial Landmarks with Masks.pdf,EXCLUDE,"该研究使用自研的深度学习网络与 DECA 算法进行面部关键点检测与三维重建，证据中仅提及 ""We use the DECA algorithm to achive 3D face reconstruction""，未使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究使用自研的深度学习网络与 DECA 算法进行面部关键点检测与三维重建，证据中仅提及 ""We use the DECA algorithm to achive 3D face reconstruction""，未使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
insightlens augmenting llm powered data analysis with interactive insight management and navigation,InsightLens: Augmenting LLM-Powered Data Analysis With Interactive Insight Management and Navigation,IEEE Transactions on Visualization and Computer Graphics,journalArticle,N74PHTST,Weng 等 - 2025 - InsightLens Augmenting LLM-Powered Data Analysis With Interactive Insight Management and Navigation.pdf,EXCLUDE,该文献主题为LLM驱动的数据分析可视化系统（InsightLens），不属于口腔医学任一学科；证据片段中亦无任何具名第三方非牙科3D软件被该研究自身使用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为LLM驱动的数据分析可视化系统（InsightLens），不属于口腔医学任一学科；证据片段中亦无任何具名第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
segmentation of organs at risk from ct and mr images of the head and neck baseline results,Segmentation of Organs-At-Risk from Ct and Mr Images of the Head and Neck: Baseline Results,2022 IEEE 19th International Symposium on Biomedical Imaging (ISBI),conferencePaper,Y4RRM52Z,Podobnik 等 - 2022 - Segmentation of Organs-At-Risk from Ct and Mr Images of the Head and Neck Baseline Results.pdf,EXCLUDE,"该研究仅使用自研/自建的 nnU-Net 深度学习框架进行分割（""obtained by applying the nnU-Net segmentation framework""），未使用任何具名的第三方非牙科3D软件；且主题为头颈放疗危及器官分割，不属于口腔医学。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研/自建的 nnU-Net 深度学习框架进行分割（""obtained by applying the nnU-Net segmentation framework""），未使用任何具名的第三方非牙科3D软件；且主题为头颈放疗危及器官分割，不属于口腔医学。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
toothbrushing monitoring using an rgb d camera and smart toothbrush integrated imu,Toothbrushing Monitoring Using an RGB-D Camera and Smart Toothbrush-Integrated IMU,IEEE Sensors Journal,journalArticle,HYRULWD6,Pham和Suh - 2025 - Toothbrushing Monitoring Using an RGB-D Camera and Smart Toothbrush-Integrated IMU.pdf,INCLUDE,"该研究自身在方法中使用 MATLAB R2023b 进行牙刷位置估计与数据预处理（""the toothbrush position estimation and data preprocessing were performed using MATLAB R2023b""），MATLAB 属具名第三方非牙科3D软件，用于3D数据处理。",MATLAB,Preventive Dentistry,3D data analysis and accuracy assessment,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 MATLAB R2023b 进行牙刷位置估计与数据预处理（""the toothbrush position estimation and data preprocessing were performed using MATLAB R2023b""），MATLAB 属具名第三方非牙科3D软件，用于3D数据处理。
【软件】: MATLAB
【专科】: Preventive Dentistry
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: computational"
cfi net a choquet fuzzy integral based ensemble network with pso optimized fuzzy measures for diagnosing multiple skin diseases including mpox,CFI-Net: A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagnosing Multiple Skin Diseases Including Mpox,IEEE Journal of Biomedical and Health Informatics,journalArticle,KT26QVLT,Asif 等 - 2024 - CFI-Net A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagn.pdf,EXCLUDE,"该研究为自研深度学习集成网络（CFI-Net），证据片段仅提及""employing meta-heuristic optimization algorithm""和""PSO""等自研算法，未使用任何具名第三方非牙科3D软件进行3D数据处理。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究为自研深度学习集成网络（CFI-Net），证据片段仅提及""employing meta-heuristic optimization algorithm""和""PSO""等自研算法，未使用任何具名第三方非牙科3D软件进行3D数据处理。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
otonet deep neural network for precise otoscopy image classification,OTONet: Deep Neural Network for Precise Otoscopy Image Classification,IEEE Access,journalArticle,4GDMUU8D,Rao 等 - 2024 - OTONet Deep Neural Network for Precise Otoscopy Image Classification.pdf,EXCLUDE,该研究主题为耳镜图像分类（otoscopy），属于耳鼻喉科而非口腔医学；且其方法为自研 OTONet 深度神经网络，证据片段中未出现任何具名第三方非牙科3D软件被该研究自身使用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为耳镜图像分类（otoscopy），属于耳鼻喉科而非口腔医学；且其方法为自研 OTONet 深度神经网络，证据片段中未出现任何具名第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
smart feeder robot for severely disabled patients,Smart Feeder Robot for Severely Disabled Patients,"2020 IEEE 20th International Conference on Software Quality, Reliability and Security Companion (QRS-C)",conferencePaper,5UNAWU6T,Shih 等 - 2020 - Smart Feeder Robot for Severely Disabled Patients.pdf,EXCLUDE,该研究主题为辅助喂食机器人系统，不属于口腔医学任一学科；且证据中仅提及 Tensorflow、Caffe2 等泛泛软件及自研 Lego 程序与 RealSense SDK，未使用具名第三方非牙科3D软件进行口腔3D数据处理。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为辅助喂食机器人系统，不属于口腔医学任一学科；且证据中仅提及 Tensorflow、Caffe2 等泛泛软件及自研 Lego 程序与 RealSense SDK，未使用具名第三方非牙科3D软件进行口腔3D数据处理。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
improving the recognition of sign language from acquired data by wireless body area network,Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network,2020 IEEE Symposium on Computers and Communications (ISCC),conferencePaper,5BJNDFYZ,Shaafi 等 - 2020 - Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network.pdf,EXCLUDE,该文献主题为手语识别（无线体域网），不属于口腔医学任一学科；且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为手语识别（无线体域网），不属于口腔医学任一学科；且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
