record_id,Key,Title,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used,Application Scenario,Region,ai_original_label,decision,decision_reason,_n,decision_2,decision_2_reason,ID,ai_majority_label,_year,_month,Half,_spec,_scen,_soft,Half2,_soft2,Software Used (fixed),decision_3,decision_3_reason,study_type,Archetype,_nt,_source
609,K9R7DQR7,"Effect of printing technology, layer height, and orientation on assessment of 3D-printed models.",10.1016/j.ejwf.2024.03.006,J World Fed Orthod,journalArticle,24-Aug,2024,Orthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,TUR,,,,,,,,,2024,8.0,,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2024-H2,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
610,QJG6B55I,"Semi-automated three-dimensional analysis of maxillary anomalies in patients with Muenke syndrome, Saethre-Chotzen syndrome or TCF12-related craniosynostosis: A  retrospective study.",10.1016/j.jcms.2025.04.008,J Craniomaxillofac Surg,journalArticle,25-Aug,2025,Orthodontics,MATLAB,Morphological and Phenotypic Analysis,NLD,,,,,,,,,2025,8.0,,['Orthodontics'],['Morphological and Phenotypic Analysis'],['MATLAB'],2025-H2,['MATLAB'],MATLAB,,,clinical,1,,全文再筛查补入
611,5Q98LR84,pH-responsive polydopamine-coated mesoporous silica nanoplatform integrated into 3D-printed PLA/nHA scaffolds for synergistic bone regeneration,10.36922/IJB026020016,Int J Bioprint,journalArticle,2026,2026,Oral and Maxillofacial Surgery,Analyze,3D Data Analysis and Accuracy Assessment,CHN,,,,,,,,,2026,,,['Oral and Maxillofacial Surgery'],['3D Data Analysis and Accuracy Assessment'],['Analyze'],unknown,['Analyze'],Analyze,,,in_vitro,2,,全文再筛查补入
612,7IYSLJJL,"TIP, TORQUE & ROTATIONS: How accurately do digital superimposition software packages quantify tooth movement?",10.1186/s40510-022-00402-x,Prog Orthod,journalArticle,2022/3/14,2022,Orthodontics,Geomagic (unspecified),3D Data Analysis and Accuracy Assessment,IND,,,,,,,,,2022,3.0,,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic (unspecified)'],2022-H1,['Geomagic (unspecified)'],Geomagic (unspecified),,,computational,2,,全文再筛查补入
613,BRDTGEI3,Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using different voxel sizes,10.1016/j.oooo.2021.05.009,Oral Surg Oral Med Oral Pathol Oral Radiol,journalArticle,21-Sep,2021,Oral and Maxillofacial Radiology,3D Slicer;Geomagic Qualify,3D Data Analysis and Accuracy Assessment,USA,,,,,,,,,2021,9.0,,['Oral and Maxillofacial Radiology'],['3D Data Analysis and Accuracy Assessment'],"['3D Slicer', 'Geomagic Qualify']",2021-H2,"['3D Slicer', 'Geomagic Qualify']",3D Slicer;Geomagic Qualify,,,in_vitro,2,,全文再筛查补入
614,BIJ37P6U,Digitally-driven optimization of intraoral water jet parameters for plaque removal: a personalized 3D-guided orthogonal study.,10.1186/s12903-026-08812-7,BMC Oral Health,journalArticle,2026/6/25,2026,Prosthodontics,Rhinoceros;Geomagic Wrap,Digital Design and Manufacturing,CHN,,,,,,,,,2026,6.0,,['Prosthodontics'],['Digital Design and Manufacturing'],"['Rhinoceros', 'Geomagic Wrap']",2026-H1,"['Rhinoceros', 'Geomagic Wrap']",Rhinoceros;Geomagic Wrap,,,clinical,4,,全文再筛查补入
615,4CWA53IE,Wear at the implant-framework interface between titanium implant platform and the additively manufactured titanium and cobalt-chromium frameworks,10.1111/jopr.13652,J Prosthodont,journalArticle,24-Jan,2024,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,USA,,,,,,,,,2024,1.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2024-H1,['GOM Inspect'],GOM Inspect,,,in_vitro,2,,全文再筛查补入
616,27GSFABH,Complete 3D Kinematics Parameters of the Temporo-Mandibular Joints Using in Vivo Data Fusion,10.1016/j.irbm.2023.100804,IRBM,journalArticle,23-Dec,2023,Oral and Maxillofacial Surgery,Amira,Image Segmentation and 3D Reconstruction,BEL,,,,,,,,,2023,12.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['Amira'],2023-H2,['Amira'],Amira,,,clinical,1,,全文再筛查补入
617,F558I89A,A method based on 3D affine alignment for the quantification of palatal expansion,10.1371/journal.pone.0278301,PLoS One,journalArticle,2022/12/30,2022,Orthodontics,MeshLab,3D Data Analysis and Accuracy Assessment,ITA,,,,,,,,,2022,12.0,,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],['MeshLab'],2022-H2,['MeshLab'],MeshLab,,,computational,2,,全文再筛查补入
618,8YNE4S72,The cumulative effect of error in the digital workflow for complete-arch implant-supported frameworks: An in vitro study,10.1111/clr.13968,Clin Oral Implants Res,journalArticle,22-Sep,2022,Oral Implantology,Geomagic Control X,3D Data Analysis and Accuracy Assessment,HKG,,,,,,,,,2022,9.0,,['Oral Implantology'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2022-H2,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
619,9CQF4EX6,Automatic multi-class classification of 3D relationships between the mandibular third molar and canal on cone-beam computed tomography using a geometry-aware network,10.1093/dmfr/twag010,Dentomaxillofac Radiol,journalArticle,2026/3/31,2026,Oral and Maxillofacial Radiology,3D Slicer,3D Data Analysis and Accuracy Assessment,KOR,,,,,,,,,2026,3.0,,['Oral and Maxillofacial Radiology'],['3D Data Analysis and Accuracy Assessment'],['3D Slicer'],2026-H1,['3D Slicer'],3D Slicer,,,computational,2,,全文再筛查补入
620,CR3SB4FK,Fracture Resistance of Posterior Tooth-Supported Cantilever Fixed Dental Prostheses of Different Zirconia Generations and Framework Thicknesses: An In Vitro Study,10.3390/ma17010263,Materials (Basel),journalArticle,24-Jan,2024,Prosthodontics,Geomagic Design X,Digital Design and Manufacturing,DEU,,,,,,,,,2024,1.0,,['Prosthodontics'],['Digital Design and Manufacturing'],['Geomagic Design X'],2024-H1,['Geomagic Design X'],Geomagic Design X,,,in_vitro,4,,全文再筛查补入
621,K82RU7NF,The effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3D-printed dies,10.1111/jopr.13588,J Prosthodont,journalArticle,23-Jul,2023,Prosthodontics,Blender;Geomagic Design X,3D Data Analysis and Accuracy Assessment,IND,,,,,,,,,2023,7.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],"['Blender', 'Geomagic Design X']",2023-H2,"['Blender', 'Geomagic Design X']",Blender;Geomagic Design X,,,in_vitro,2,,全文再筛查补入
622,SXVNEQGA,A Novel Guided Zygomatic and Pterygoid Implant Surgery System: A Human Cadaver Study on Accuracy.,10.3390/ijerph18116142,Int J Environ Res Public Health,journalArticle,2021/6/7,2021,Oral and Maxillofacial Surgery,Mimics;3-Matic,Image Segmentation and 3D Reconstruction,ITA,,,,,,,,,2021,6.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],"['Mimics', '3-Matic']",2021-H1,"['Mimics', '3-Matic']",Mimics;3-Matic,,,clinical,1,,全文再筛查补入
623,IHRQELW2,The effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners.,10.1016/j.jdent.2023.104431,J Dent,journalArticle,23-Mar,2023,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,USA,,,,,,,,,2023,3.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2023-H1,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
624,SGT6ZTK7,A Benchmark Dual-Modality Dental Imaging Dataset and a Novel Cognitively Inspired Pipeline for High-Resolution Dental Point Cloud Synthesis,10.1007/s12559-023-10161-4,COGNITIVE COMPUTATION,journalArticle,23-Nov,2023,Orthodontics,Mimics;MeshLab,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2023,11.0,,['Orthodontics'],['Image Segmentation and 3D Reconstruction'],"['Mimics', 'MeshLab']",2023-H2,"['Mimics', 'MeshLab']",Mimics;MeshLab,,,computational,1,,全文再筛查补入
625,4BR99TM2,A deep learning framework for automated dental segmentation and diagnostic report generation from cone-beam computed tomography,10.1186/s13005-025-00555-0,Head Face Med,journalArticle,2025/11/28,2025,Oral and Maxillofacial Radiology,ITK-SNAP,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2025,11.0,,['Oral and Maxillofacial Radiology'],['Image Segmentation and 3D Reconstruction'],['ITK-SNAP'],2025-H2,['ITK-SNAP'],ITK-SNAP,,,computational,1,,全文再筛查补入
626,72VTFG8B,Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual-Inertial Odometry: An In Vivo Pilot Study,10.3390/app152312588,Applied Sciences,journalArticle,2025/11/27,2025,Endodontics,Mimics;MeshLab,Image Segmentation and 3D Reconstruction,ITA,,,,,,,,,2025,11.0,,['Endodontics'],['Image Segmentation and 3D Reconstruction'],"['Mimics', 'MeshLab']",2025-H2,"['Mimics', 'MeshLab']",Mimics;MeshLab,,,clinical,1,,全文再筛查补入
627,HQDWHX32,Continuous Bijection Supervised Pyramid Diffeomorphic Deformation for Learning Tooth Meshes From CBCT Images,10.1109/TMM.2025.3543091,IEEE Transactions on Multimedia,journalArticle,2025,2025,Oral and Maxillofacial Radiology,Blender,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2025,,,['Oral and Maxillofacial Radiology'],['Image Segmentation and 3D Reconstruction'],['Blender'],unknown,['Blender'],Blender,,,computational,1,,全文再筛查补入
628,ABQTSUVS,In vitro comparison of five desktop scanners and an industrial scanner in the evaluation of an intraoral scanner accuracy.,10.1016/j.jdent.2022.104391,J Dent,journalArticle,23-Feb,2023,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,HUN,,,,,,,,,2023,2.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2023-H1,['GOM Inspect'],GOM Inspect,,,in_vitro,2,,全文再筛查补入
629,9QEYAAGH,Corticotomy Depth as a Modulator of Orthodontic Tooth Movement and PDL Stress-A Finite Element Study,10.3390/ma18235290,Materials (Basel),journalArticle,2025/11/24,2025,Orthodontics,Mimics;HyperMesh,Biomechanical Analysis and Simulation,POL,,,,,,,,,2025,11.0,,['Orthodontics'],['Biomechanical Analysis and Simulation'],"['Mimics', 'HyperMesh']",2025-H2,"['Mimics', 'HyperMesh']",Mimics;HyperMesh,,,computational,3,,全文再筛查补入
630,JJD2I8Q6,Microstructural heterogeneity of the collagenous network in the loaded and unloaded periodontal ligament and its biomechanical implications,10.1016/j.jsb.2021.107772,J Struct Biol,journalArticle,21-Sep,2021,Periodontics,Simpleware ScanIP,Image Segmentation and 3D Reconstruction,ISR,,,,,,,,,2021,9.0,,['Periodontics'],['Image Segmentation and 3D Reconstruction'],['Simpleware ScanIP'],2021-H2,['Simpleware ScanIP'],Simpleware ScanIP,,,computational,1,,全文再筛查补入
631,W5WVZD2W,Influence of the preparation design on the survival probability of occlusal veneers,10.1016/j.dental.2022.02.003,Dent Mater,journalArticle,22-Apr,2022,Prosthodontics,ITK-SNAP;Z88;ImageJ;Iso2mesh;GNU Octave,Biomechanical Analysis and Simulation,DEU,,,,,,,,,2022,4.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],"['ITK-SNAP', 'Z88', 'ImageJ', 'Iso2mesh', 'GNU Octave']",2022-H1,"['ITK-SNAP', 'Z88', 'ImageJ', 'Iso2mesh', 'GNU Octave']",ITK-SNAP;Z88;ImageJ;Iso2mesh;GNU Octave,,,computational,3,,全文再筛查补入
632,7G2A3A2R,Redefining MRI-Based Skull Segmentation Through AI-Driven Multimodal Integration.,10.3390/jimaging11110372,J Imaging,journalArticle,2025/10/22,2025,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,CHE,,,,,,,,,2025,10.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['Mimics'],2025-H2,['Mimics'],Mimics,,,computational,1,,全文再筛查补入
633,BTIMYQVX,Precision-optimized process control in DLP printing of ultra-thin zirconia prostheses: A multi-factor accuracy analysis,10.1016/j.dental.2025.08.019,Dent Mater,journalArticle,25-Dec,2025,Prosthodontics,Geomagic Wrap,3D Data Analysis and Accuracy Assessment,CHN,,,,,,,,,2025,12.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Wrap'],2025-H2,['Geomagic Wrap'],Geomagic Wrap,,,in_vitro,2,,全文再筛查补入
634,JSU2KA77,Metal Organic Framework-Incorporated Three-Dimensional (3D) Bio-Printable Hydrogels to Facilitate Bone Repair: Preparation and In Vitro Bioactivity Analysis,10.3390/gels9120923,Gels,journalArticle,23-Dec,2023,Oral and Maxillofacial Surgery,Onshape;Geomagic (unspecified),Digital Design and Manufacturing,CAN,,,,,,,,,2023,12.0,,['Oral and Maxillofacial Surgery'],['Digital Design and Manufacturing'],"['Onshape', 'Geomagic (unspecified)']",2023-H2,"['Onshape', 'Geomagic (unspecified)']",Onshape;Geomagic (unspecified),,,in_vitro,4,,全文再筛查补入
635,5LFW4IMR,"Influence of Framework Material on Stress, Fatigue, and Stability of “All-on-Four” System Components-Biomechanical Evaluation with Finite Element Analysis",10.3390/jfb17050238,J Funct Biomater,journalArticle,2026/5/8,2026,Prosthodontics,Geomagic Design X,Biomechanical Analysis and Simulation,HRV,,,,,,,,,2026,5.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],['Geomagic Design X'],2026-H1,['Geomagic Design X'],Geomagic Design X,,,computational,3,,全文再筛查补入
636,WMXWH3IN,A Machine Learning Pipeline for Cusp Height Prediction in Worn Lower Molars: Methodological Proof-of-Concept and Validation Across Homo,10.3390/app16031280,Applied Sciences,journalArticle,2026/1/27,2026,Oral Biology,Avizo;MeshLab,Image Segmentation and 3D Reconstruction,FRA,,,,,,,,,2026,1.0,,['Oral Biology'],['Image Segmentation and 3D Reconstruction'],"['Avizo', 'MeshLab']",2026-H1,"['Avizo', 'MeshLab']",Avizo;MeshLab,,,computational,1,,全文再筛查补入
637,DLN24UBD,Effect of Different CAD/CAM Milling and 3D Printing Digital Fabrication Techniques on the Accuracy of PMMA Working Models and Vertical Marginal Fit of PMMA Provisional Dental Prosthesis: An In Vitro Study,10.3390/polym14071285,Polymers (Basel),journalArticle,22-Apr,2022,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,EGY,,,,,,,,,2022,4.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2022-H1,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
638,I623BJYL,"Surgical Navigation, Augmented Reality, and 3D Printing for Hard Palate Adenoid Cystic Carcinoma En-Bloc Resection: Case Report and Literature Review",10.3389/fonc.2021.741191,Front Oncol,journalArticle,2022/1/4,2022,Oral and Maxillofacial Surgery,Meshmixer;3D Slicer,Surgical Planning and Precise Implementation,ESP,,,,,,,,,2022,1.0,,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],"['Meshmixer', '3D Slicer']",2022-H1,"['Meshmixer', '3D Slicer']",Meshmixer;3D Slicer,,,case_report,1,,全文再筛查补入
639,53Y9LVNA,A Comparative study on the Effectiveness of Augmented Reality on Denture Tooth Selection.,10.1922/EJPRD_2132Ark09,Eur J Prosthodont Restor Dent,journalArticle,2021/8/31,2021,Prosthodontics,MeshLab,Image Segmentation and 3D Reconstruction,GBR,,,,,,,,,2021,8.0,,['Prosthodontics'],['Image Segmentation and 3D Reconstruction'],['MeshLab'],2021-H2,['MeshLab'],MeshLab,,,clinical,1,,全文再筛查补入
640,YUDAP2TL,Effect of industrial scanner and framework material interaction on the marginal gaps of CAD-CAM complete arch implant frameworks,10.1016/j.prosdent.2021.10.013,J Prosthet Dent,journalArticle,23-Nov,2023,Prosthodontics,GOM Inspect;PolyWorks,3D Data Analysis and Accuracy Assessment,CHE,,,,,,,,,2023,11.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],"['GOM Inspect', 'PolyWorks']",2023-H2,"['GOM Inspect', 'PolyWorks']",GOM Inspect;PolyWorks,,,in_vitro,2,,全文再筛查补入
641,L9XBQG6L,Predicting 3D Post-Orthodontic Facial Outcomes With a Diffusion Model Trained on Unpaired Datasets,10.1016/j.identj.2026.109507,Int Dent J,journalArticle,26-Jun,2026,Orthodontics,3D Slicer;CloudCompare,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2026,6.0,,['Orthodontics'],['Image Segmentation and 3D Reconstruction'],"['3D Slicer', 'CloudCompare']",2026-H1,"['3D Slicer', 'CloudCompare']",3D Slicer;CloudCompare,,,computational,1,,全文再筛查补入
642,2Y9I2C6I,Intaglio Surface Adaptation of Removable Partial Denture Framework Fabricated by Various Data Acquisition Techniques and Fabrication Approaches.,10.1055/s-0043-1772245,Eur J Dent,journalArticle,24-May,2024,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,THA,,,,,,,,,2024,5.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2024-H1,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
643,WBCEDXET,Modeling fracture in multilayered teeth using the finite volume-based phase field method,10.1016/j.jmbbm.2024.106655,J Mech Behav Biomed Mater,journalArticle,24-Sep,2024,Oral and Maxillofacial Surgery,Mimics;Geomagic Wrap;SolidWorks,Biomechanical Analysis and Simulation,CHN,,,,,,,,,2024,9.0,,['Oral and Maxillofacial Surgery'],['Biomechanical Analysis and Simulation'],"['Mimics', 'Geomagic Wrap', 'SolidWorks']",2024-H2,"['Mimics', 'Geomagic Wrap', 'SolidWorks']",Mimics;Geomagic Wrap;SolidWorks,,,computational,3,,全文再筛查补入
644,BLI79NLU,Customized 3D-printed models for training in repairing large maxillary sinus membrane perforations.,10.1186/s12909-026-09427-w,BMC Med Educ,journalArticle,2026/6/9,2026,Oral and Maxillofacial Surgery,InVesalius,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2026,6.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['InVesalius'],2026-H1,['InVesalius'],InVesalius,,,educational,1,,全文再筛查补入
645,MACLY32F,A Novel Digitized Method for the Design and Additive Manufacturing of Orthodontic Space Maintainers,10.3390/app13148320,Applied Sciences,journalArticle,23-Jul,2023,Prosthodontics,MeshLab;Fusion 360;ANSYS,Digital Design and Manufacturing,ITA,,,,,,,,,2023,7.0,,['Prosthodontics'],['Digital Design and Manufacturing'],"['MeshLab', 'Fusion 360', 'ANSYS']",2023-H2,"['MeshLab', 'Fusion 360', 'ANSYS']",MeshLab;Fusion 360;ANSYS,,,technical_note,4,,全文再筛查补入
