_nt,Title,期刊,Item Type,流程原因,命中软件,判定,理由,原始返回
predicting 3d post orthodontic facial outcomes with a diffusion model trained on unpaired datasets,Predicting 3D Post-Orthodontic Facial Outcomes With a Diffusion Model Trained on Unpaired Datasets,INTERNATIONAL DENTAL JOURNAL,journalArticle,No non-dental 3D software identified,3D Slicer; CloudCompare; cloudcompare,E1,该研究属正畸领域原创研究，全文方法部分明确使用非牙科3D软件3D Slicer进行DICOM分割、CloudCompare进行网格转点云处理，符合纳入标准。,"【判定】: E1
【理由】: 该研究属正畸领域原创研究，全文方法部分明确使用非牙科3D软件3D Slicer进行DICOM分割、CloudCompare进行网格转点云处理，符合纳入标准。"
digital model superimpositions are different software algorithms equally accurate in quantifying linear tooth movements,Digital model superimpositions: are different software algorithms equally accurate in quantifying linear tooth movements?,BMC ORAL HEALTH,journalArticle,No non-dental 3D software identified,Geomagic; Geomagic design X,E1,该研究为原创研究，主题属口腔正畸，且自身明确使用非牙科专用3D软件Geomagic进行3D模型配准与线距测量分析。,"【判定】: E1
【理由】: 该研究为原创研究，主题属口腔正畸，且自身明确使用非牙科专用3D软件Geomagic进行3D模型配准与线距测量分析。"
the effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3d printed dies,The effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3D-printed dies,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,No non-dental 3D software identified,Blender; Geomagic; Geomagic Design X,E1,该研究属口腔修复学原创研究，全文明确使用非牙科3D软件 Blender 3.1.2 进行角度/距离测量验证，并用 Geomagic Design X 进行表面配准分析。,"【判定】: E1
【理由】: 该研究属口腔修复学原创研究，全文明确使用非牙科3D软件 Blender 3.1.2 进行角度/距离测量验证，并用 Geomagic Design X 进行表面配准分析。"
fit and retention of complete denture bases part i e conventional versus cad cam methods a clinical controlled crossover study,Fit and retention of complete denture bases: Part I e Conventional versus CAD-CAM methods: A clinical controlled crossover study,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,No non-dental 3D software identified,Geomagic Control X,E1,该临床对照交叉研究属口腔修复学，全文明确使用非牙科专用3D软件Geomagic Control X 2020进行扫描配准与三维拟合分析。,"【判定】: E1
【理由】: 该临床对照交叉研究属口腔修复学，全文明确使用非牙科专用3D软件Geomagic Control X 2020进行扫描配准与三维拟合分析。"
a comparison of denture base retention and adaptation between cad cam and conventional fabrication techniques,A Comparison of Denture Base Retention and Adaptation Between CAD/CAM and Conventional Fabrication Techniques,INTERNATIONAL JOURNAL OF PROSTHODONTICS,journalArticle,No non-dental 3D software identified,Geomagic; Geomagic Control; Geomagic Control X; Meshmixer,E1,该研究为口腔修复学原创研究，全文明确使用非牙科3D软件Geomagic Control X和Meshmixer进行义齿基托适配性分析，符合纳入标准。,"【判定】: E1
【理由】: 该研究为口腔修复学原创研究，全文明确使用非牙科3D软件Geomagic Control X和Meshmixer进行义齿基托适配性分析，符合纳入标准。"
a platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,A platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,CLINICAL ORAL INVESTIGATIONS,journalArticle,No non-dental 3D software identified,3-Matic; Mimics,E1,该原创研究在口腔颌面放射领域自身使用非牙科3D软件Mimics进行手动分割、3-Matic进行测量验证，符合全部纳入标准。,"【判定】: E1
【理由】: 该原创研究在口腔颌面放射领域自身使用非牙科3D软件Mimics进行手动分割、3-Matic进行测量验证，符合全部纳入标准。"
estimating reference shape model for personalized surgical reconstruction of craniomaxillofacial defects,Estimating Reference Shape Model for Personalized Surgical Reconstruction of Craniomaxillofacial Defects,IEEE Transactions on Biomedical Engineering,journalArticle,No non-dental 3D software identified,Blender; blender,E1,该原创研究属口腔颌面外科领域，且全文明确使用非牙科3D软件Blender进行颅颌面骨缺损模拟建模。,"【判定】: E1
【理由】: 该原创研究属口腔颌面外科领域，且全文明确使用非牙科3D软件Blender进行颅颌面骨缺损模拟建模。"
oral anatomical knowledge informed semi supervised learning for 3d dental cbct segmentation and lesion detection,Oral-Anatomical Knowledge-Informed Semi-Supervised Learning for 3D Dental CBCT Segmentation and Lesion Detection,IEEE Transactions on Automation Science and Engineering,journalArticle,No non-dental 3D software identified,ITK-SNAP,E1,该研究属口腔颌面放射领域，全文明确使用非牙科专用3D软件ITK-SNAP进行手动分割以生成标注图像，且为同行评审原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究属口腔颌面放射领域，全文明确使用非牙科专用3D软件ITK-SNAP进行手动分割以生成标注图像，且为同行评审原创研究，符合全部纳入标准。"
ortho opd an automatic osteotomy planes design model for orthognathic surgery based on deep learning,Ortho-OPD: An Automatic Osteotomy Planes Design Model for Orthognathic Surgery Based on Deep Learning,IEEE Journal of Biomedical and Health Informatics,journalArticle,No non-dental 3D software identified,Mimics,E1,该原创研究属口腔颌面外科主题，且全文明确使用非牙科3D软件Mimics将数据转换为nii.gz格式用于模型开发。,"【判定】: E1
【理由】: 该原创研究属口腔颌面外科主题，且全文明确使用非牙科3D软件Mimics将数据转换为nii.gz格式用于模型开发。"
a smart projective imaging and navigation system for oral and maxillofacial surgery,A Smart Projective Imaging and Navigation System for Oral and Maxillofacial Surgery,IEEE Transactions on Biomedical Engineering,journalArticle,No non-dental 3D software identified,Blender,E1,该原创研究属口腔颌面外科导航主题，且全文明确说明其合成数据驱动学习平台基于非牙科3D软件 Blender 4.3 构建，用于图像渲染与AI训练。,"【判定】: E1
【理由】: 该原创研究属口腔颌面外科导航主题，且全文明确说明其合成数据驱动学习平台基于非牙科3D软件 Blender 4.3 构建，用于图像渲染与AI训练。"
upper airway segmentation based on the attention mechanism of weak feature regions,Upper Airway Segmentation Based on the Attention Mechanism of Weak Feature Regions,IEEE Access,journalArticle,No non-dental 3D software identified,MIMICS,E1,该研究属口腔睡眠医学（阻塞性睡眠呼吸暂停上气道分割），全文明确使用非牙科3D软件MIMICS 21.0处理CBCT数据，且为原创研究、英文、发表于2020年后。,"【判定】: E1
【理由】: 该研究属口腔睡眠医学（阻塞性睡眠呼吸暂停上气道分割），全文明确使用非牙科3D软件MIMICS 21.0处理CBCT数据，且为原创研究、英文、发表于2020年后。"
assessment of the inner surface roughness of 3d printed dental crowns via optical coherence tomography using a roughness quantification algorithm,Assessment of the Inner Surface Roughness of 3D Printed Dental Crowns via Optical Coherence Tomography Using a Roughness Quantification Algorithm,IEEE Access,journalArticle,No non-dental 3D software identified,MATLAB,E1,该原创研究在牙科修复（3D打印牙冠内表面粗糙度评估）中自身使用了非牙科专用软件MATLAB开发图像处理算法进行3D数据处理与分析，符合全部纳入标准。,"【判定】: E1
【理由】: 该原创研究在牙科修复（3D打印牙冠内表面粗糙度评估）中自身使用了非牙科专用软件MATLAB开发图像处理算法进行3D数据处理与分析，符合全部纳入标准。"
htcnet hierarchical point graph tooth point cloud completion with image assistance,HTCNet: Hierarchical Point-Graph Tooth Point Cloud Completion with Image Assistance,IEEE Transactions on Circuits and Systems for Video Technology,journalArticle,No non-dental 3D software identified,MeshLab,E1,该研究属口腔医学（数字牙科/牙齿点云补全），全文明确使用非牙科3D软件MeshLab进行数据生成处理，且为同行评审原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究属口腔医学（数字牙科/牙齿点云补全），全文明确使用非牙科3D软件MeshLab进行数据生成处理，且为同行评审原创研究，符合全部纳入标准。"
instantaneous and markerless registration for mandible reconstruction robot with fibular holder,Instantaneous and Markerless Registration for Mandible Reconstruction Robot With Fibular Holder,IEEE Transactions on Medical Robotics and Bionics,journalArticle,No non-dental 3D software identified,SolidWorks,E1,该研究属口腔颌面外科（下颌骨重建机器人），全文明确使用非牙科3D软件 SolidWorks 2022 创建V形支架夹持腓骨的3D模型场景用于仿真，且为原创研究，符合全部纳入标准。,"【判定】: E1
【理由】: 该研究属口腔颌面外科（下颌骨重建机器人），全文明确使用非牙科3D软件 SolidWorks 2022 创建V形支架夹持腓骨的3D模型场景用于仿真，且为原创研究，符合全部纳入标准。"
3d single tooth reconstruction via curriculum learning and topology aware generation,3D Single-Tooth Reconstruction via Curriculum Learning and Topology-aware Generation,IEEE Journal of Biomedical and Health Informatics,journalArticle,No non-dental 3D software identified,MeshLab,E1,该原创研究主题为数字化口腔医学中的单牙重建，且全文明确使用非牙科3D软件 MeshLab 将生成点云转换为三角网格并进行后处理。,"【判定】: E1
【理由】: 该原创研究主题为数字化口腔医学中的单牙重建，且全文明确使用非牙科3D软件 MeshLab 将生成点云转换为三角网格并进行后处理。"
continuous bijection supervised pyramid diffeomorphic deformation for learning tooth meshes from cbct images,Continuous Bijection Supervised Pyramid Diffeomorphic Deformation for Learning Tooth Meshes From CBCT Images,IEEE Transactions on Multimedia,journalArticle,No non-dental 3D software identified,Blender; blender,E1,"该研究主题为从CBCT生成牙齿网格（口腔医学/口腔颌面放射），且全文明确使用非牙科3D软件Blender处理非流形/非水密网格（""automatically processed using blender [52]""），属原创研究，符合全部纳入标准。","【判定】: E1
【理由】: 该研究主题为从CBCT生成牙齿网格（口腔医学/口腔颌面放射），且全文明确使用非牙科3D软件Blender处理非流形/非水密网格（""automatically processed using blender [52]""），属原创研究，符合全部纳入标准。"
