Title,_nt,Key,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used (fixed),Application Scenario,Region,study_type,判定理由,国家来源
A personalized automated system of 3D facial soft tissue landmarks annotation based on deep learning and computer vision,a personalized automated system of 3d facial soft tissue landmarks annotation based on deep learning and computer vision,XC63D9X7,10.1186/s12903-025-07448-3,BMC ORAL HEALTH,journalArticle,2025/12/10,2025,Orthodontics,3D Slicer,Image Segmentation and 3D Reconstruction,CHN,computational,The preprocessed 3D images were imported into 3DSlicer version 5.6.2 in Obj format. Two orthodontic experts... independently performed the manual annotation of 21 commonly used soft tissue landmark points in each image.,模型判读机构
A 3D Co-Culture System Inspired by Fracture Healing Cell Interactions for Bone Tissue Engineering,a 3d co culture system inspired by fracture healing cell interactions for bone tissue engineering,B7TAIWTK,10.1002/adhm.202500534,ADVANCED HEALTHCARE MATERIALS,journalArticle,25-Jun,2025,Oral and Maxillofacial Surgery,Materialise Magics,Digital Design and Manufacturing,CHN,in_vitro,All 3D models were designed using Materialise Magics software 24.0.,Crossref
Novel standardized method for inducing medication-related osteonecrosis of the jaw in rats and precise quantitative assessment of pathological outcomes,novel standardized method for inducing medication related osteonecrosis of the jaw in rats and precise quantitative assessment of pathological outcomes,A88G5IRI,10.1007/s10266-025-01076-7,ODONTOLOGY,journalArticle,25-Oct,2025,Oral and Maxillofacial Surgery,TRI/3D-BON-FCS64,Image Segmentation and 3D Reconstruction,JPN,in_vitro,"The acquired images were processed and analyzed using the TRI/3D-BON-FCS64 software (Ratoc System Engineering, Tokyo, Japan).",全文机构
Automatic landmark identification for surgical 3d-navigation - A proposed method for marker-free dental surgical navigation systems,automatic landmark identification for surgical 3d navigation a proposed method for marker free dental surgical navigation systems,LZEYGM5C,10.1515/bmt-2021-0307,BIOMEDICAL ENGINEERING-BIOMEDIZINISCHE TECHNIK,journalArticle,2022/10/26,2022,Oral and Maxillofacial Surgery,MATLAB,Surgical Planning and Precise Implementation,CHE,computational,"""The proposed method was implemented in MATLAB (R) and validated in vitro with one artificial mandible."" 以及 ""the MATLAB®-function pcregistericp returns this value and can be used directly.""",Crossref
Osteogenic Potential of 3D-Printed Porous Poly(lactide-co-trimethylene carbonate) Scaffolds Coated with Mg-Doped Hydroxyapatite,osteogenic potential of 3d printed porous poly lactide co trimethylene carbonate scaffolds coated with mg doped hydroxyapatite,33Z49IEH,10.1021/acsami.5c03945,ACS APPLIED MATERIALS & INTERFACES,journalArticle,2025/5/15,2025,Oral and Maxillofacial Surgery,COMSOL Multiphysics,Biomechanical Analysis and Simulation,TUR,computational,"""The parameters derived from mathematical modeling were input parameters in the COMSOL Multiphysics (ver. 6.1, Comsol Inc., Sweden) for the Carreau model within the polymer flow module. Specifically, the values of λ and η obtained from the mathematical model were applied as Carreau parameters in COMSOL to define the flow (fully developed flow) properties.""",模型判读机构
Mixed Reality as a Digital Visualisation Solution for the Head and Neck Tumour Board: Application Creation and Implementation Study,mixed reality as a digital visualisation solution for the head and neck tumour board application creation and implementation study,TY5VT4UV,10.3390/cancers16071392,CANCERS,journalArticle,24-Apr,2024,Oral and Maxillofacial Surgery,Brainlab Elements;Brainlab Mixed Reality Viewer,Image Segmentation and 3D Reconstruction,DEU,technical_note,"The DICOM data of CT and MRI images were imported into the planning software, and relevant anatomical structures were segmented automatically (e.g., bone), semi-automatically (tumour) or manually (lymph nodes, critical structures). / the DICOM data of patients' preoperative CT or MRI scans were imported into the planning software (Elements, Brainlab, Munich, Germany) to process them for 3D visualisation",Crossref
Morphology and Function Dual-Adjustable Biomimetic 4D-Printed Scaffold for the Regenerative Restoration of Complex Bone Defects,morphology and function dual adjustable biomimetic 4d printed scaffold for the regenerative restoration of complex bone defects,TLW8WS3P,10.1002/adfm.202509961,ADVANCED FUNCTIONAL MATERIALS,journalArticle,2025/11/1,2025,Oral and Maxillofacial Surgery,Creo,Digital Design and Manufacturing,CHN,in_vitro,"""Cero 8.0 software was used to design the 3D CAD models, which were then opened in the printing software.""",Crossref
Refined Surgical Protocol for the Insertion of Bioactive-coated Titanium Microscrews in the Rat Tibia,refined surgical protocol for the insertion of bioactive coated titanium microscrews in the rat tibia,K8X9AYTL,10.21873/invivo.14181,IN VIVO,journalArticle,26-Feb,2026,Oral and Maxillofacial Surgery,Dragonfly,Image Segmentation and 3D Reconstruction,CHL,in_vitro,"The images were reconstructed and analyzed using Dragonfly 4.1 (Object Research Systems, Montreal, Canada).",全文机构
Enhancing panoramic dental imaging with AI-driven arch surface fitting: achieving improved clarity and accuracy through an optimal reconstruction zone,enhancing panoramic dental imaging with ai driven arch surface fitting achieving improved clarity and accuracy through an optimal reconstruction zone,K24ZBIB8,10.1093/dmfr/twaf006,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,25-May,2025,Oral and Maxillofacial Radiology,MATLAB,Image Segmentation and 3D Reconstruction,USA,computational,"""MATLAB R2023a (MathWorks) was used for developing and analysing panoramic views.""",Crossref
Multiclass CBCT Image Segmentation for Orthodontics with Deep Learning,multiclass cbct image segmentation for orthodontics with deep learning,QMGYIHYL,10.1177/00220345211005338,JOURNAL OF DENTAL RESEARCH,journalArticle,21-Aug,2021,Orthodontics,Mimics,Image Segmentation and 3D Reconstruction,NLD,computational,"""This segmentation was performed with global thresholding, followed by manual correction—that is, removing noise, arti- facts, and unrelated parts, as well as adding missing thin bony structures and filling erroneous cavities in the segmented scans through Mimics 21.0 software (Materialise).""",Crossref
Mixed reality combined with surgical navigation versus conventional navigation for resection of oral and maxillofacial tumors: a comparative study,mixed reality combined with surgical navigation versus conventional navigation for resection of oral and maxillofacial tumors a comparative study,ZC52QN7Q,10.1186/s12903-026-07871-0,BMC ORAL HEALTH,journalArticle,2026/2/14,2026,Oral and Maxillofacial Surgery,iplan CMF 3.0 (Brainlab);Geomagic Control,Surgical Planning and Precise Implementation,USA,clinical,"""The CT and MRI data were exported in DICOM format to iplan CMF 3.0 software (Brainlab, Germany)."" 及 ""The preoperative surgical design and the STL files of the postoperative maxilla/mandible were imported into Geomagic Control software (3D Systems, Inc., USA), and the preoperatively designed virtual 3D model was aligned with the actual postoperative 3D model.""",全文机构
Optimization of PETG 3D printing parameters for the design and development of biocompatible bone implants,optimization of petg 3d printing parameters for the design and development of biocompatible bone implants,5PW99INS,10.3389/fbioe.2025.1549191,FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,journalArticle,2025/3/27,2025,Oral and Maxillofacial Surgery,3D Slicer,Image Segmentation and 3D Reconstruction,MYS,computational,"""The 3D slicer software was used to reconstruct the skull of the patient from two-dimensional CT scan images"" 以及 ""the bafﬂe planner module under the 'Slicer Heart' extension is used to design the customized cranial""",全文机构
Increased rate of pseudarthrosis in the anterior intersegmental gap after mandibular reconstruction with fibula free flaps: a volumetric analysis,increased rate of pseudarthrosis in the anterior intersegmental gap after mandibular reconstruction with fibula free flaps a volumetric analysis,M6X88YQR,10.1259/dmfr.20220131,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,2022/9/1,2022,Oral and Maxillofacial Surgery,ImageJ,Image Segmentation and 3D Reconstruction,DEU,clinical,"DICOM files of CBCT scans were imported into the image processing software ImageJ (ImageJ for Java 8, version 1.53f, National Institute of Health, Bethesda, Maryland, USA). Volume and gap width analyses were performed exclusively for the anterior and posterior intersegmental gap between fibula and the native mandible",Crossref
Principal component analysis of 3-dimensional facial soft-tissue morphology in three adult populations,principal component analysis of 3 dimensional facial soft tissue morphology in three adult populations,EI2TNAGK,10.1038/s41598-026-41517-z,SCIENTIFIC REPORTS,journalArticle,2026/2/24,2026,Orthodontics,R,Morphological and Phenotypic Analysis,USA,computational,"""Principal Component Analysis was conducted on the simplified data sets (63 variables per subject), to identify the most significant principal components using R software.""",全文机构
Enhancing Maxillofacial Surgery: 3D-Printed Models from CT Scans for Improved Surgical Planning,enhancing maxillofacial surgery 3d printed models from ct scans for improved surgical planning,LFFHBJQR,10.1109/CONESCAPAN62181.2024.10891058,2024 IEEE Central America and Panama Student Conference (CONESCAPAN),conferencePaper,24-Sep,2024,Oral and Maxillofacial Surgery,Materialise Mimics;Materialise 3-Matic,Surgical Planning and Precise Implementation,CHN,technical_note,"""It was programmed using Materialize Mimics, with algorithmic parameter adjustments and simulation tests to ensure proper functioning."" 以及 ""Subsequently, the surgical guide was constructed in Materialize 3-Matic software."" 和 ""the segmentation process is carried out using Materialize Mimics, a specialized and paid software.""",全文机构
Tooth Segmentation of Dental Mesh Based on Improved Region Growing,tooth segmentation of dental mesh based on improved region growing,YHB9JYVX,10.1109/RCAR52367.2021.9517522,2021 IEEE International Conference on Real-time Computing and Robotics (RCAR),conferencePaper,21-Jul,2021,Orthodontics,MeshLab,Image Segmentation and 3D Reconstruction,CHN,computational,"""Considering that curvature calculation is not our concern, we directly go to MeshLab [2] for easy access.""",Crossref
Face analyzer 3D: Automatic facial profile detection and occlusion classification for dental purposes,face analyzer 3d automatic facial profile detection and occlusion classification for dental purposes,UZID4KPU,10.1109/MIUCC55081.2022.9781758,"2022 2nd International Mobile, Intelligent, and Ubiquitous Computing Conference (MIUCC)",conferencePaper,22-May,2022,Orthodontics,MeshLab,3D Data Analysis and Accuracy Assessment,USA,computational,"""Measuring accuracy between two models using Hausdorff Filter [30] in MeshLab"" 及 ""applying the filter as shown in Figure 9b""（本研究使用 MeshLab 的 Hausdorff Distance Filter 进行三维模型精度评估）",全文机构
Effect of bar material on the biomechanical performance of hybrid dental prosthesis,effect of bar material on the biomechanical performance of hybrid dental prosthesis,8RD3AVC7,10.1109/NILES53778.2021.9600489,2021 3rd Novel Intelligent and Leading Emerging Sciences Conference (NILES),conferencePaper,21-Oct,2021,Prosthodontics,ANSYS;SolidWorks,Biomechanical Analysis and Simulation,EGY,computational,"""The analysis is performed using ANSYS18.1software."" 以及 ""SOLID WORKS software is used in the construction of model parts.""",全文机构
Type of maxillary segment mobilization affects three-dimensional nasal morphology,type of maxillary segment mobilization affects three dimensional nasal morphology,3LP7326M,10.1016/j.bjps.2020.08.119,JOURNAL OF PLASTIC RECONSTRUCTIVE AND AESTHETIC SURGERY,journalArticle,21-Mar,2021,Orthodontics,Geomagic 3D software,3D Data Analysis and Accuracy Assessment,TWN,clinical,"The accuracy of this registration was verified by examining the distance color map (Geomagic 3D software, 3D Systems, Rock Hill, SC, USA) and root-mean-square deviation (3dMD Vultus software, 3dMD LLC, Atlanta, USA) between the preoperative and postoperative 3D digital images",全文机构
