序号,Key,Title,优势,挑战,缺口,原始返回
794,JH94FFYH,Experimental study on dimensional variations of 3D printed dental models based on printing orientation.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
795,LH8UPF46,Automated micro-CT quantification of clear aligner fit: a pilot comparison of manufacturing processes.,"A5,A6,A3",C4,"G1,G4,G3","【优势】: A5, A6, A3
【挑战】: C4
【缺口】: G1, G4, G3"
798,TZGXEUSU,Evaluation of the Retentive Forces from Removable Partial Denture Clasps Manufactured by the Digital Method,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
796,EW9LCFMA,A Smart Projective Imaging and Navigation System for Oral and Maxillofacial Surgery,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
797,KY63Y6R9,Zirconia endocrown with intracanal extension and zi posts on maxillary molars: in silico study,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
800,JB6FVHV7,Age-related changes in the parotid gland: a computed tomography-based radiomics study.,"A2,A5",C4,"G1,G4","【优势】: A2, A5
【挑战】: C4
【缺口】: G1, G4"
805,I73XE6IF,Root canal treatment planning by automatic tooth and root canal segmentation in dental CBCT with deep multi-task feature learning,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
803,H9GBH348,Biomechanical Effects of Platform Diameter and Screw Length in an Abutment-Free Tissue-Level Implant System Compared with a Ti-Base Configuration: 3D Finite Element Analysis,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
802,MTZIVEQB,Tissue surface adaptation and retention of digital obturator after one year of use,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
799,KBURGWIJ,Fully automated 3D segmentation of periapical lesions on CBCT images using nnU-Net v2,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
804,EB4NSAMK,Does the fixture thread depth affect the accuracy of implant placement during fully guided immediate implant placement?: A human cadaver study.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
801,SB5HVH7V,Direction-oriented fiber guiding with a tunable tri-layer-3D scaffold for periodontal regeneration,"A1,A5",C9,G1,"【优势】: A1, A5
【挑战】: C9
【缺口】: G1"
806,4SX8KTJM,A New Method to Evaluate Trueness and Precision of Digital and Conventional Impression Techniques for Complete Dental Arch,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
807,ZUNK9NNI,Development of Micro-CT-Based Anatomically Accurate Tooth Model for Finite Element Analysis of Composite Restorations.,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
809,G42JR78G,Rehabilitation of the Severely Atrophic Maxilla with Subperiosteal Implants: A Biomechanical and Decision Analysis of Material and Configuration Choices.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
808,JP3XLWTI,Digital duplication of maxillary complete denture: A dental technique.,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
812,M7P5EH6Q,Automatic three-dimensional facial symmetry reference plane construction based on facial planar reflective symmetry net,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
810,TYDR2R9S,Three-dimensional finite element analysis of temporomandibular joint stresses following botulinum toxin injection and occlusal splint therapy in bruxism.,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
811,GMX68ZMT,An open-source AI tool for predicting cephalometric measurements from clinical data and photographic images,"A3,A6",C4,"G1,G4,G2","【优势】: A3, A6
【挑战】: C4
【缺口】: G1, G4, G2"
814,NM4KD692,In vivo trueness of full-arch implant-supported CAD/CAM restorations and models based on conventional impressions,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
817,ZFERNRSM,A novel method of 3D printing locating guide for abutment screw removal in cement- retained implant-supported prostheses,"A1,A5,A6",C9,"G1,G4","【优势】: A1, A5, A6
【挑战】: C9
【缺口】: G1, G4"
818,PGF7LT48,Trueness of the apical and middle root portion segments of 3D-printed removable die and alveolar cast designs manufactured using stereolithographic 3D printing,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
816,QYXA5YVP,Three-dimensional finite element analysis of zygomatic and pterygoid implants for the rehabilitation of severely atrophic maxilla,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
819,B3ERSAXL,"Noncarious cervical lesions in the aging population analyzed through digital scanning: occlusal risk factors, dimensions, and morphology",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
820,RHIDMTCI,Efficacy of Submucosal Polydeoxyribonucleotide Injection after Impacted Mandibular Third Molar Extraction: A Randomized Controlled Trial,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
824,FVXUA272,Augmented Reality-Assisted Surgical Exposure of an Impacted Tooth: A Pilot Study,"A5,A6",C4,G1,"【优势】: A5, A6
【挑战】: C4
【缺口】: G1"
821,JDYAQ7WP,Early-stage stability and degradation of patient-specific biodegradable 3D-printed implants for critical mandibular reconstruction,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
822,GT74L8L4,Vertical and Horizontal Ridge Augmentation Using Customized Three-Dimensionally Printed Polycaprolactone Mesh in Atrophic Posterior Maxillae: A Case Report,A1,C4,"G1,G4","【优势】: A1
【挑战】: C4
【缺口】: G1, G4"
827,VNRCK3YD,A platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
825,LQCXZNNJ,"Concurrent computed tomography-based evaluation of nasal morphology, airway volume, and skeletal changes following craniofacial distraction osteogenesis: A  pilot retrospective case series.","A2,A6",C4,G4,"【优势】: A2, A6
【挑战】: C4
【缺口】: G4"
829,42EI79XL,Investigation of Conventional vs Nonoriginal CAD/CAM Bars with Production Stage Differences: An In Vitro Precision Study Using a Novel Technique,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
828,BI5PRGUX,Differentiation of benign and malignant oral lesions through surface texture analysis and SVM modeling,A6,C4,"G1,G4","【优势】: A6
【挑战】: C4
【缺口】: G1, G4"
823,QAQKMGUW,Biomechanical Analysis of Different Pacifiers and Their Effects on the Upper Jaw and Tongue,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
826,K8EJXEIE,Accuracy of intraoral optical scan versus stereophotogrammetry for complete-arch digital implant impression: An in vitro study.,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
831,BXT93NMY,Bone-Implant Osseointegration Monitoring Using Electro-mechanical Impedance Technique and Convolutional Neural Network: A Numerical Study,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
830,HPU3KI8B,A TMPS-designed personalized mandibular scaffolds with optimized SLA parameters and mechanical properties,"A1,A6",C9,G1,"【优势】: A1, A6
【挑战】: C9
【缺口】: G1"
833,8GLIISG6,Three-Dimensional Hard and Soft Tissue Healing at Implants With A Modified Neck Design: An In Vivo Preclinical Study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
832,USUBE7IV,3D Single-Tooth Reconstruction via Curriculum Learning and Topology-aware Generation,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
836,D4L4LQ75,A reproducible optical-microscopic framework for evaluating electronic apex locator performance in different irrigants using 3D-printed transparent resin  teeth.,"A2,A5,A6",C9,"G1,G4","【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G1, G4"
834,RLTJ6JCJ,Effect of Crestal Position on Bone-Implant Stress Interface of Three-Implant Splinted Prostheses: A Finite Element Analysis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
835,2ZLUSNLH,"Evaluation of the Effects of Diameter, Length, Splinted or Nonsplinted Form, and Crown-to-Implant Ratio on the Stress Distribution Around Extra-Short Implants in  the Posterior Mandible: Finite Element Analysis.",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
837,EBNEIKEM,Effect of various printing parameters on the accuracy (trueness and precision) of 3D-printed partial denture framework,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
838,BP8J829M,Accuracy of the Implant Replica Positions on the Complete Edentulous Additive Manufactured Cast.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
839,JTZRXANB,Influence of planning software and template design on the accuracy of static computer assisted implant surgery performed using guides fabricated with material extrusion technology: An in vitro study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
842,W29E6BQZ,Fit and retention of complete denture bases: Part II - conventional impressions versus digital scans: A clinical controlled crossover study.,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
840,JXPNURLI,New Approach to Dental Morphometric Research Based on 3D Imaging Techniques.,"A2,A5,A6",C9,G9,"【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G9"
843,CD6KF4YY,CT-based three-dimensional morphometric analysis of the bony palate and hard palatal mucosa in female orthognathic surgery candidates.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
841,EJE3LUQJ,Tablet-based Augmented reality and 3D printed templates in fully guided Microtia Reconstruction: a clinical workflow.,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
847,FGNMQN65,Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,"A5,A3",C9,G1,"【优势】: A5, A3
【挑战】: C9
【缺口】: G1"
849,S3XDHQ38,Mineralized osteoblast-derived exosomes and 3D-printed ceramic-based scaffolds for enhanced bone healing: A preclinical exploration,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
844,VC56Q29E,A high-throughput framework for predicting three-dimensional structural-mechanical relationships of human cranial bones using a deep learning-based method,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
845,CES5463F,"Toothnroll: An R Package for Landmarking, Measuring, and Mapping Dental Tissues of Hominoid Anterior Teeth","A1,A3,A5","C1,C4","G1,G4","【优势】: A1, A3, A5
【挑战】: C1, C4
【缺口】: G1, G4"
846,29Y6WKV5,Three-dimensional evaluation of the effects of Bionator and Forsus appliances on oropharyngeal airway volume in patients with mandibular retrognathia,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
850,X4EJBTIQ,Three-Dimensional Quantitative Analysis of Maxillary Arch Morphology Across Sagittal and Vertical Skeletal Patterns,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
848,EXVEHKU3,Advances in the Resection and Reconstruction of Midfacial Tumors Through Computer Assisted Surgery,"A6,A5",C9,G9,"【优势】: A6, A5
【挑战】: C9
【缺口】: G9"
851,XC63D9X7,A personalized automated system of 3D facial soft tissue landmarks annotation based on deep learning and computer vision,"A5,A6",C9,G4,"【优势】: A5, A6
【挑战】: C9
【缺口】: G4"
855,33Z49IEH,Osteogenic Potential of 3D-Printed Porous Poly(lactide-co-trimethylene carbonate) Scaffolds Coated with Mg-Doped Hydroxyapatite,"A1,A5",C9,"G1,G4","【优势】: A1, A5
【挑战】: C9
【缺口】: G1, G4"
856,TY5VT4UV,Mixed Reality as a Digital Visualisation Solution for the Head and Neck Tumour Board: Application Creation and Implementation Study,"A1,A2,A5",C5,G1,"【优势】: A1, A2, A5
【挑战】: C5
【缺口】: G1"
852,B7TAIWTK,A 3D Co-Culture System Inspired by Fracture Healing Cell Interactions for Bone Tissue Engineering,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
857,TLW8WS3P,Morphology and Function Dual-Adjustable Biomimetic 4D-Printed Scaffold for the Regenerative Restoration of Complex Bone Defects,"A1,A2,A5,A6",C4,"G1,G4","【优势】: A1, A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
859,K24ZBIB8,Enhancing panoramic dental imaging with AI-driven arch surface fitting: achieving improved clarity and accuracy through an optimal reconstruction zone,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
853,A88G5IRI,Novel standardized method for inducing medication-related osteonecrosis of the jaw in rats and precise quantitative assessment of pathological outcomes,A9,C4,"G1,G3","【优势】: A9
【挑战】: C4
【缺口】: G1, G3"
854,LZEYGM5C,Automatic landmark identification for surgical 3d-navigation - A proposed method for marker-free dental surgical navigation systems,"A2,A5",C4,"G1,G4","【优势】: A2, A5
【挑战】: C4
【缺口】: G1, G4"
858,K8X9AYTL,Refined Surgical Protocol for the Insertion of Bioactive-coated Titanium Microscrews in the Rat Tibia,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
860,QMGYIHYL,Multiclass CBCT Image Segmentation for Orthodontics with Deep Learning,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
861,ZC52QN7Q,Mixed reality combined with surgical navigation versus conventional navigation for resection of oral and maxillofacial tumors: a comparative study,A6,C9,G4,"【优势】: A6
【挑战】: C9
【缺口】: G4"
863,M6X88YQR,Increased rate of pseudarthrosis in the anterior intersegmental gap after mandibular reconstruction with fibula free flaps: a volumetric analysis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
864,EI2TNAGK,Principal component analysis of 3-dimensional facial soft-tissue morphology in three adult populations,"A2,A6",C9,"G2,G4","【优势】: A2, A6
【挑战】: C9
【缺口】: G2, G4"
862,5PW99INS,Optimization of PETG 3D printing parameters for the design and development of biocompatible bone implants,"A1,A5,A6",C4,G1,"【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1"
866,YHB9JYVX,Tooth Segmentation of Dental Mesh Based on Improved Region Growing,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
865,LFFHBJQR,Enhancing Maxillofacial Surgery: 3D-Printed Models from CT Scans for Improved Surgical Planning,"A1,A5,A6",C9,G9,"【优势】: A1, A5, A6
【挑战】: C9
【缺口】: G9"
867,UZID4KPU,Face analyzer 3D: Automatic facial profile detection and occlusion classification for dental purposes,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
869,3LP7326M,Type of maxillary segment mobilization affects three-dimensional nasal morphology,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
868,8RD3AVC7,Effect of bar material on the biomechanical performance of hybrid dental prosthesis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
868,WS7EVNAT,Effect of platform design of dental implant abutment on loosening and fatigue performance,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
867,JFGG5SRB,Visualizing physiological sclerotic dentin via micro-computed tomography: A pilot study.,"A2,A3,A6",C7,"G1,G4","【优势】: A2, A3, A6
【挑战】: C7
【缺口】: G1, G4"
869,3SRFQXMZ,"Quantitative and qualitative evaluation of precision in dental 3D facial scanning across handheld, fixed multicamera, and smartphone depth-sensing systems.",A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
